platform,event_id,event_title,event_url,source_context,author_name,timestamp_utc,likes,comments,clean_event_text,event_content
facebook,1136,Tourist info at Bangalore Airport,https://www.facebook.com/bangaloretourism/posts/1136,Bangalore Tourism Board,Bangalore Tourism Board,2024-06-04T15:30:00Z,90,8,Promoting tourist information centers at Bangalore Airport for guidance to new visitors.,"First time in Bangalore? Head to the Tourist Information Centers at Bangalore Airport! Our friendly staff can provide maps, local insights, and assistance with accommodations and travel plans. Your journey starts here!"
facebook,1137,Beware of fraudulent taxis at Bangalore Airport,https://www.facebook.com/airportcabsbengaluru/posts/1137,Airport Cabs Bengaluru,Airport Cabs Bengaluru,2024-06-04T09:00:00Z,50,5,Advising passengers arriving at Bangalore Airport on avoiding fraudulent taxi services.,"Please be cautious! Upon arriving at Bangalore Airport, only use official taxi services from designated counters to avoid fraudulent operators. Never trust individuals soliciting rides inside or outside the terminal."
facebook,1138,Bangalore Airport's role in aerospace R&D,https://www.facebook.com/bangaloreaviationenthusiasts/posts/1138,Bangalore Aviation Enthusiasts,Bangalore Aviation Enthusiasts,2024-06-03T17:00:00Z,130,12,Discussing the strategic importance of Bangalore Airport for aerospace manufacturing and R&D.,"Beyond flights, Bangalore Airport is also strategically important for India's aerospace manufacturing and R&D. Its proximity to tech and engineering hubs makes it a crucial base for innovation in aviation. Future looks bright!"
facebook,1139,Enhanced security at Bangalore Airport bus stops,https://www.facebook.com/publictransportbengaluru/posts/1139,Public Transport Bengaluru,Public Transport Bengaluru,2024-06-03T08:30:00Z,300,40,Announcing enhanced security measures at Vayu Vajra bus stops connecting to Bangalore Airport.,"Passenger safety is paramount. We're implementing enhanced security measures at Vayu Vajra bus stops, especially those connecting to Bangalore Airport, including increased patrolling and CCTV surveillance. Travel securely!"
facebook,1140,Improving special assistance at Bangalore Airport,https://www.facebook.com/bangalorecitizenforum/posts/1140,Bangalore Citizen Forum,Bangalore Citizen Forum,2024-06-02T19:00:00Z,550,80,Requesting Bangalore Airport to provide better facilities for special assistance passengers.,"While services for special assistance passengers at Bangalore Airport exist, there's always room for improvement. Are dedicated staff easily available? Are facilities truly accessible? Let's collectively advocate for better provisions."
facebook,1141,Digital concierge service at Bangalore Airport,https://www.facebook.com/bangaloreairportupdates/posts/1141,Bangalore Airport Updates,Bangalore Airport Updates,2024-06-02T11:00:00Z,200,25,KIA launches a new digital concierge service via its mobile app for real-time assistance.,"Need assistance at Bangalore Airport? KIA has launched a new digital concierge service through its mobile app! Get real-time answers to your queries, navigate the airport, and receive personalized assistance. Download the app today!"
facebook,1142,Check Fastag balance for Bangalore Airport toll,https://www.facebook.com/bengalurutrafficalerts/posts/1142,Bengaluru Traffic Alerts,Bengaluru Traffic Alerts,2024-06-02T07:30:00Z,250,30,Reminder to check Fastag balance for smoother passage at Bangalore Airport toll plaza.,Avoid delays at the Bangalore Airport toll plaza! Remember to check your Fastag balance before heading out. A smooth Fastag ensures quick passage and avoids traffic build-up.
facebook,1143,24/7 food options at Bangalore Airport,https://www.facebook.com/bangalorefoodies/posts/1143,Bangalore Foodies,Bangalore Foodies,2024-06-01T18:00:00Z,180,20,Exploring the 24/7 food options available at Bangalore Airport for late-night and early-morning travelers.,"Flying at odd hours from Bangalore Airport? Good news! There are several 24/7 food outlets catering to late-night and early-morning cravings. From cafes to quick-serve restaurants, you won't go hungry. Which ones are your lifesavers?"
facebook,1144,Lost and Found at Bangalore Airport,https://www.facebook.com/flyersforumindia/posts/1144,Flyer's Forum India,Flyer's Forum India,2024-06-01T13:30:00Z,250,30,Discussing the process of lost and found at Bangalore Airport and its efficiency.,"Lost something at Bangalore Airport? What's your experience with their Lost & Found department? Is it efficient, and were you able to retrieve your items? Share your tips or stories."
facebook,1145,Bangalore Airport: Gateway for innovation,https://www.facebook.com/nammabengaluru/posts/1145,Namma Bengaluru,Namma Bengaluru,2024-05-31T20:00:00Z,200,25,Celebrating Bangalore Airport's position as a gateway for business and innovation.,"Bangalore Airport is more than just an airport; it's a vital gateway for business, innovation, and global collaboration. Its connectivity fuels the city's status as India's Silicon Valley. Proud of KIA's contribution!"
facebook,1146,Layovers at Bangalore Airport: What to do?,https://www.facebook.com/bangaloretourism/posts/1146,Bangalore Tourism Board,Bangalore Tourism Board,2024-05-31T15:00:00Z,110,10,Highlighting nearby attractions and hotels accessible from Bangalore Airport for short layovers.,Have a long layover at Bangalore Airport? There are several great hotels and attractions within a short drive! Make the most of your time by exploring nearby places or relaxing at a comfortable hotel.
facebook,1147,Fixed-fare airport transfers from Bangalore Airport,https://www.facebook.com/airportcabsbengaluru/posts/1147,Airport Cabs Bengaluru,Airport Cabs Bengaluru,2024-05-31T09:30:00Z,40,4,Offering fixed-fare airport transfers from Bangalore Airport to various city zones.,"Simplify your budget! Airport Cabs Bengaluru offers fixed-fare transfers from Bangalore Airport to all major city zones. No surge pricing, no hidden costs. Book your hassle-free ride today!"
facebook,1148,More wide-body aircraft at Bangalore Airport,https://www.facebook.com/bangaloreaviationenthusiasts/posts/1148,Bangalore Aviation Enthusiasts,Bangalore Aviation Enthusiasts,2024-05-30T17:00:00Z,160,15,Discussing the increase in wide-body aircraft operations at Bangalore Airport.,Exciting to see more wide-body aircraft gracing the tarmac at Bangalore Airport! This indicates increasing long-haul connectivity and growing passenger demand. What's your favorite wide-body plane you've seen at KIA?
facebook,1149,Metro last-mile connectivity to Bangalore Airport terminals,https://www.facebook.com/publictransportbengaluru/posts/1149,Public Transport Bengaluru,Public Transport Bengaluru,2024-05-30T08:30:00Z,500,70,Requesting Bangalore Airport to improve the last-mile connectivity from the metro station to terminals.,"Once the metro line to Bangalore Airport is operational, ensuring seamless last-mile connectivity from the station to both terminals will be crucial. We hope sufficient shuttles or travellators are planned."
facebook,1150,Bangalore Airport and sustainable tourism,https://www.facebook.com/bangalorecitizenforum/posts/1150,Bangalore Citizen Forum,Bangalore Citizen Forum,2024-05-29T19:00:00Z,550,80,Discussing the role of Bangalore Airport in promoting sustainable tourism practices.,"How can Bangalore Airport further contribute to promoting sustainable tourism in Karnataka? From eco-friendly practices within the airport to encouraging responsible travel, there's much potential. What are your ideas?"
